rdblue,assignee,https://github.com/apache/parquet-java/issues/1904,I_kwDOATt8NM6NJZ4u,PARQUET-393
rdblue,assignee,https://github.com/apache/parquet-java/issues/1459,I_kwDOATt8NM6NJZGa,PARQUET-395
Zariel,assignee,https://github.com/apache/parquet-java/issues/1906,I_kwDOATt8NM6NJZ42,PARQUET-396
danielcweeks,assignee,https://github.com/apache/parquet-java/issues/1907,I_kwDOATt8NM6NJZ46,PARQUET-397
jaltekruse,assignee,https://github.com/apache/parquet-java/issues/1910,I_kwDOATt8NM6NJZ5L,PARQUET-400
rdblue,assignee,https://github.com/apache/parquet-java/issues/1912,I_kwDOATt8NM6NJZ5V,PARQUET-403
spena,assignee,https://github.com/apache/parquet-java/issues/1913,I_kwDOATt8NM6NJZ5Z,PARQUET-404
sircodesalotOfTheRound,assignee,https://github.com/apache/parquet-java/issues/1915,I_kwDOATt8NM6NJZ5f,PARQUET-406
mixalturek,assignee,https://github.com/apache/parquet-java/issues/1916,I_kwDOATt8NM6NJZ5g,PARQUET-408
rdblue,assignee,https://github.com/apache/parquet-java/issues/1917,I_kwDOATt8NM6NJZ5n,PARQUET-410
julienledem,assignee,https://github.com/apache/parquet-format/issues/266,I_kwDOATt8M86NJGMp,PARQUET-412
rdblue,assignee,https://github.com/apache/parquet-java/issues/1918,I_kwDOATt8NM6NJZ5p,PARQUET-413
rdblue,assignee,https://github.com/apache/parquet-java/issues/1920,I_kwDOATt8NM6NJZ5x,PARQUET-415
wesm,assignee,https://github.com/apache/arrow/issues/42252,I_kwDOAxgDSc6NJXFC,PARQUET-416
lw-lin,assignee,https://github.com/apache/parquet-java/issues/1923,I_kwDOATt8NM6NJZ6E,PARQUET-421
lw-lin,assignee,https://github.com/apache/parquet-java/issues/1924,I_kwDOATt8NM6NJZ6J,PARQUET-422
nielsbasjes,assignee,https://github.com/apache/parquet-java/issues/1925,I_kwDOATt8NM6NJZ6O,PARQUET-423
lw-lin,assignee,https://github.com/apache/parquet-java/issues/1926,I_kwDOATt8NM6NJZ6S,PARQUET-425
lw-lin,assignee,https://github.com/apache/parquet-java/issues/1927,I_kwDOATt8NM6NJZ6X,PARQUET-426
lw-lin,assignee,https://github.com/apache/parquet-java/issues/1464,I_kwDOATt8NM6NJZG1,PARQUET-427
majetideepak,assignee,https://github.com/apache/arrow/issues/42267,I_kwDOAxgDSc6NJXLQ,PARQUET-428
lw-lin,assignee,https://github.com/apache/parquet-java/issues/1928,I_kwDOATt8NM6NJZ6Z,PARQUET-429
lw-lin,assignee,https://github.com/apache/parquet-java/issues/1929,I_kwDOATt8NM6NJZ6e,PARQUET-430
lw-lin,assignee,https://github.com/apache/parquet-java/issues/1465,I_kwDOATt8NM6NJZG4,PARQUET-431
lw-lin,assignee,https://github.com/apache/parquet-java/issues/1930,I_kwDOATt8NM6NJZ6l,PARQUET-432
wesm,assignee,https://github.com/apache/arrow/issues/42271,I_kwDOAxgDSc6NJXMB,PARQUET-433
wesm,assignee,https://github.com/apache/arrow/issues/42274,I_kwDOAxgDSc6NJXMP,PARQUET-434
wesm,assignee,https://github.com/apache/arrow/issues/42275,I_kwDOAxgDSc6NJXMV,PARQUET-435
xhochy,assignee,https://github.com/apache/arrow/issues/42253,I_kwDOAxgDSc6NJXFJ,PARQUET-436
wesm,assignee,https://github.com/apache/arrow/issues/42276,I_kwDOAxgDSc6NJXMX,PARQUET-437
wesm,assignee,https://github.com/apache/arrow/issues/42279,I_kwDOAxgDSc6NJXMn,PARQUET-438
wesm,assignee,https://github.com/apache/arrow/issues/42281,I_kwDOAxgDSc6NJXMw,PARQUET-439
emkornfield,assignee,https://github.com/apache/arrow/issues/42286,I_kwDOAxgDSc6NJXNQ,PARQUET-441
wesm,assignee,https://github.com/apache/arrow/issues/42254,I_kwDOAxgDSc6NJXFP,PARQUET-442
wesm,assignee,https://github.com/apache/arrow/issues/42291,I_kwDOAxgDSc6NJXNo,PARQUET-444
wesm,assignee,https://github.com/apache/arrow/issues/42292,I_kwDOAxgDSc6NJXNs,PARQUET-445
wesm,assignee,https://github.com/apache/arrow/issues/42300,I_kwDOAxgDSc6NJXOQ,PARQUET-446
wesm,assignee,https://github.com/apache/arrow/issues/42301,I_kwDOAxgDSc6NJXOW,PARQUET-447
wesm,assignee,https://github.com/apache/arrow/issues/42302,I_kwDOAxgDSc6NJXOd,PARQUET-448
laurentgo,assignee,https://github.com/apache/parquet-format/issues/306,I_kwDOATt8M86NJGQd,PARQUET-450
wesm,assignee,https://github.com/apache/arrow/issues/42307,I_kwDOAxgDSc6NJXO4,PARQUET-451
xhochy,assignee,https://github.com/apache/arrow/issues/42255,I_kwDOAxgDSc6NJXFb,PARQUET-452
wesm,assignee,https://github.com/apache/arrow/issues/42317,I_kwDOAxgDSc6NJXP2,PARQUET-453
wesm,assignee,https://github.com/apache/arrow/issues/42325,I_kwDOAxgDSc6NJXQj,PARQUET-454
wesm,assignee,https://github.com/apache/arrow/issues/42326,I_kwDOAxgDSc6NJXQo,PARQUET-455
wesm,assignee,https://github.com/apache/arrow/issues/42327,I_kwDOAxgDSc6NJXQy,PARQUET-456
wesm,assignee,https://github.com/apache/arrow/issues/42329,I_kwDOAxgDSc6NJXQ-,PARQUET-457
hatemhelal,assignee,https://github.com/apache/arrow/issues/42256,I_kwDOAxgDSc6NJXFj,PARQUET-458
majetideepak,assignee,https://github.com/apache/arrow/issues/42332,I_kwDOAxgDSc6NJXRT,PARQUET-459
flykobe,assignee,https://github.com/apache/parquet-java/issues/1931,I_kwDOATt8NM6NJZ6r,PARQUET-460
majetideepak,assignee,https://github.com/apache/arrow/issues/42337,I_kwDOAxgDSc6NJXRw,PARQUET-462
wesm,assignee,https://github.com/apache/arrow/issues/42341,I_kwDOAxgDSc6NJXSI,PARQUET-463
wesm,assignee,https://github.com/apache/arrow/issues/42342,I_kwDOAxgDSc6NJXSR,PARQUET-464
majetideepak,assignee,https://github.com/apache/arrow/issues/42345,I_kwDOAxgDSc6NJXSi,PARQUET-467
wesm,assignee,https://github.com/apache/arrow/issues/42350,I_kwDOAxgDSc6NJXS5,PARQUET-468
wesm,assignee,https://github.com/apache/arrow/issues/42351,I_kwDOAxgDSc6NJXTC,PARQUET-469
wesm,assignee,https://github.com/apache/arrow/issues/42359,I_kwDOAxgDSc6NJXT2,PARQUET-470
wesm,assignee,https://github.com/apache/arrow/issues/42360,I_kwDOAxgDSc6NJXT6,PARQUET-471
asandryh,assignee,https://github.com/apache/arrow/issues/42362,I_kwDOAxgDSc6NJXUE,PARQUET-472
asandryh,assignee,https://github.com/apache/arrow/issues/42365,I_kwDOAxgDSc6NJXUV,PARQUET-475
wesm,assignee,https://github.com/apache/arrow/issues/42369,I_kwDOAxgDSc6NJXUi,PARQUET-477
wesm,assignee,https://github.com/apache/arrow/issues/42374,I_kwDOAxgDSc6NJXU-,PARQUET-478
asandryh,assignee,https://github.com/apache/arrow/issues/42376,I_kwDOAxgDSc6NJXVL,PARQUET-479
cchepelov,assignee,https://github.com/apache/parquet-java/issues/1933,I_kwDOATt8NM6NJZ61,PARQUET-480
wesm,assignee,https://github.com/apache/arrow/issues/42382,I_kwDOAxgDSc6NJXV1,PARQUET-482
lw-lin,assignee,https://github.com/apache/parquet-java/issues/1934,I_kwDOATt8NM6NJZ67,PARQUET-484
wesm,assignee,https://github.com/apache/arrow/issues/42390,I_kwDOAxgDSc6NJXWk,PARQUET-485
wesm,assignee,https://github.com/apache/arrow/issues/42259,I_kwDOAxgDSc6NJXGA,PARQUET-487
wesm,assignee,https://github.com/apache/arrow/issues/42392,I_kwDOAxgDSc6NJXWu,PARQUET-488
wesm,assignee,https://github.com/apache/arrow/issues/42393,I_kwDOAxgDSc6NJXWz,PARQUET-489
shanhuuang,assignee,https://github.com/apache/arrow/issues/32863,I_kwDOAxgDSc5bF0SR,PARQUET-492
wesm,assignee,https://github.com/apache/arrow/issues/42397,I_kwDOAxgDSc6NJXXI,PARQUET-493
wesm,assignee,https://github.com/apache/arrow/issues/42398,I_kwDOAxgDSc6NJXXR,PARQUET-494
lw-lin,assignee,https://github.com/apache/parquet-java/issues/1935,I_kwDOATt8NM6NJZ7A,PARQUET-495
wesm,assignee,https://github.com/apache/arrow/issues/42399,I_kwDOAxgDSc6NJXXX,PARQUET-496
wesm,assignee,https://github.com/apache/arrow/issues/42400,I_kwDOAxgDSc6NJXXd,PARQUET-497
xhochy,assignee,https://github.com/apache/arrow/issues/42401,I_kwDOAxgDSc6NJXXl,PARQUET-498
majetideepak,assignee,https://github.com/apache/arrow/issues/42402,I_kwDOAxgDSc6NJXXo,PARQUET-499
wesm,assignee,https://github.com/apache/arrow/issues/42403,I_kwDOAxgDSc6NJXXv,PARQUET-500
wesm,assignee,https://github.com/apache/arrow/issues/42404,I_kwDOAxgDSc6NJXX1,PARQUET-501
asandryh,assignee,https://github.com/apache/arrow/issues/42405,I_kwDOAxgDSc6NJXX7,PARQUET-502
nongli,assignee,https://github.com/apache/arrow/issues/42406,I_kwDOAxgDSc6NJXYI,PARQUET-503
majetideepak,assignee,https://github.com/apache/arrow/issues/42407,I_kwDOAxgDSc6NJXYO,PARQUET-505
rdblue,assignee,https://github.com/apache/parquet-java/issues/1937,I_kwDOATt8NM6NJZ7C,PARQUET-506
wesm,assignee,https://github.com/apache/arrow/issues/42408,I_kwDOAxgDSc6NJXYV,PARQUET-507
majetideepak,assignee,https://github.com/apache/arrow/issues/42409,I_kwDOAxgDSc6NJXYb,PARQUET-508
nezihyigitbasi,assignee,https://github.com/apache/parquet-java/issues/1938,I_kwDOATt8NM6NJZ7G,PARQUET-509
goreckm,assignee,https://github.com/apache/parquet-java/issues/1939,I_kwDOATt8NM6NJZ7L,PARQUET-511
xhochy,assignee,https://github.com/apache/arrow/issues/42411,I_kwDOAxgDSc6NJXYn,PARQUET-512
wesm,assignee,https://github.com/apache/arrow/issues/42262,I_kwDOAxgDSc6NJXIE,PARQUET-513
wesm,assignee,https://github.com/apache/arrow/issues/42412,I_kwDOAxgDSc6NJXYr,PARQUET-514
majetideepak,assignee,https://github.com/apache/arrow/issues/42413,I_kwDOAxgDSc6NJXYx,PARQUET-515
asandryh,assignee,https://github.com/apache/arrow/issues/42414,I_kwDOAxgDSc6NJXY2,PARQUET-516
czxrrr,assignee,https://github.com/apache/arrow/issues/42415,I_kwDOAxgDSc6NJXZB,PARQUET-517
wesm,assignee,https://github.com/apache/arrow/issues/42416,I_kwDOAxgDSc6NJXZD,PARQUET-518
wesm,assignee,https://github.com/apache/arrow/issues/42417,I_kwDOAxgDSc6NJXZO,PARQUET-519
wesm,assignee,https://github.com/apache/arrow/issues/42418,I_kwDOAxgDSc6NJXZU,PARQUET-520
rdblue,assignee,https://github.com/apache/parquet-java/issues/1940,I_kwDOATt8NM6NJZ7N,PARQUET-521
wesm,assignee,https://github.com/apache/arrow/issues/42419,I_kwDOAxgDSc6NJXZc,PARQUET-522
majetideepak,assignee,https://github.com/apache/arrow/issues/42420,I_kwDOAxgDSc6NJXZg,PARQUET-523
majetideepak,assignee,https://github.com/apache/arrow/issues/42421,I_kwDOAxgDSc6NJXZs,PARQUET-524
wesm,assignee,https://github.com/apache/arrow/issues/42422,I_kwDOAxgDSc6NJXZ8,PARQUET-525
asandryh,assignee,https://github.com/apache/arrow/issues/42423,I_kwDOAxgDSc6NJXZ-,PARQUET-526
xhochy,assignee,https://github.com/apache/arrow/issues/42424,I_kwDOAxgDSc6NJXaH,PARQUET-527
lw-lin,assignee,https://github.com/apache/parquet-java/issues/1941,I_kwDOATt8NM6NJZ7R,PARQUET-528
lw-lin,assignee,https://github.com/apache/parquet-java/issues/1942,I_kwDOATt8NM6NJZ7V,PARQUET-529
wesm,assignee,https://github.com/apache/arrow/issues/42425,I_kwDOAxgDSc6NJXaL,PARQUET-530
majetideepak,assignee,https://github.com/apache/arrow/issues/42426,I_kwDOAxgDSc6NJXaV,PARQUET-531
asandryh,assignee,https://github.com/apache/parquet-java/issues/1943,I_kwDOATt8NM6NJZ7b,PARQUET-532
wesm,assignee,https://github.com/apache/arrow/issues/42427,I_kwDOAxgDSc6NJXai,PARQUET-533
wesm,assignee,https://github.com/apache/arrow/issues/42428,I_kwDOAxgDSc6NJXan,PARQUET-534
asandryh,assignee,https://github.com/apache/arrow/issues/42430,I_kwDOAxgDSc6NJXar,PARQUET-537
majetideepak,assignee,https://github.com/apache/arrow/issues/42431,I_kwDOAxgDSc6NJXa0,PARQUET-538
wesm,assignee,https://github.com/apache/arrow/issues/42432,I_kwDOAxgDSc6NJXa4,PARQUET-539
rdblue,assignee,https://github.com/apache/parquet-java/issues/1945,I_kwDOATt8NM6NJZ7h,PARQUET-540
asandryh,assignee,https://github.com/apache/arrow/issues/42433,I_kwDOAxgDSc6NJXa-,PARQUET-542
rdblue,assignee,https://github.com/apache/parquet-java/issues/1947,I_kwDOATt8NM6NJZ7n,PARQUET-543
mixalturek,assignee,https://github.com/apache/parquet-java/issues/1948,I_kwDOATt8NM6NJZ7s,PARQUET-544
majetideepak,assignee,https://github.com/apache/arrow/issues/42434,I_kwDOAxgDSc6NJXbI,PARQUET-545
majetideepak,assignee,https://github.com/apache/arrow/issues/42435,I_kwDOAxgDSc6NJXbN,PARQUET-546
wesm,assignee,https://github.com/apache/arrow/issues/42436,I_kwDOAxgDSc6NJXbX,PARQUET-547
rdblue,assignee,https://github.com/apache/parquet-java/issues/1949,I_kwDOATt8NM6NJZ7w,PARQUET-548
majetideepak,assignee,https://github.com/apache/arrow/issues/42437,I_kwDOAxgDSc6NJXbd,PARQUET-549
wesm,assignee,https://github.com/apache/arrow/issues/42438,I_kwDOAxgDSc6NJXbj,PARQUET-550
majetideepak,assignee,https://github.com/apache/arrow/issues/42439,I_kwDOAxgDSc6NJXbr,PARQUET-551
majetideepak,assignee,https://github.com/apache/arrow/issues/42440,I_kwDOAxgDSc6NJXbw,PARQUET-552
majetideepak,assignee,https://github.com/apache/arrow/issues/42441,I_kwDOAxgDSc6NJXb1,PARQUET-555
majetideepak,assignee,https://github.com/apache/arrow/issues/42266,I_kwDOAxgDSc6NJXKy,PARQUET-556
xhochy,assignee,https://github.com/apache/arrow/issues/42442,I_kwDOAxgDSc6NJXb4,PARQUET-558
majetideepak,assignee,https://github.com/apache/arrow/issues/42443,I_kwDOAxgDSc6NJXb-,PARQUET-559
nezihyigitbasi,assignee,https://github.com/apache/parquet-java/issues/1953,I_kwDOATt8NM6NJZ8D,PARQUET-560
xhochy,assignee,https://github.com/apache/arrow/issues/42444,I_kwDOAxgDSc6NJXcB,PARQUET-561
xhochy,assignee,https://github.com/apache/arrow/issues/42445,I_kwDOAxgDSc6NJXcI,PARQUET-562
wesm,assignee,https://github.com/apache/arrow/issues/42446,I_kwDOAxgDSc6NJXcQ,PARQUET-563
wesm,assignee,https://github.com/apache/arrow/issues/42447,I_kwDOAxgDSc6NJXcX,PARQUET-564
xhochy,assignee,https://github.com/apache/arrow/issues/42448,I_kwDOAxgDSc6NJXca,PARQUET-565
xhochy,assignee,https://github.com/apache/arrow/issues/42449,I_kwDOAxgDSc6NJXcl,PARQUET-566
wesm,assignee,https://github.com/apache/arrow/issues/42450,I_kwDOAxgDSc6NJXcy,PARQUET-567
asandryh,assignee,https://github.com/apache/arrow/issues/42451,I_kwDOAxgDSc6NJXc2,PARQUET-568
rdblue,assignee,https://github.com/apache/parquet-java/issues/1954,I_kwDOATt8NM6NJZ8J,PARQUET-569
nezihyigitbasi,assignee,https://github.com/apache/parquet-java/issues/1956,I_kwDOATt8NM6NJZ8R,PARQUET-571
wesm,assignee,https://github.com/apache/arrow/issues/42268,I_kwDOAxgDSc6NJXLs,PARQUET-572
majetideepak,assignee,https://github.com/apache/arrow/issues/15654,I_kwDOAxgDSc5bDkfw,PARQUET-573
majetideepak,assignee,https://github.com/apache/arrow/issues/42453,I_kwDOAxgDSc6NJXdE,PARQUET-576
lomereiter,assignee,https://github.com/apache/arrow/issues/42454,I_kwDOAxgDSc6NJXdL,PARQUET-579
piyushnarang,assignee,https://github.com/apache/parquet-java/issues/1961,I_kwDOATt8NM6NJZ8o,PARQUET-580
mallman,assignee,https://github.com/apache/parquet-java/issues/1962,I_kwDOATt8NM6NJZ8s,PARQUET-581
xhochy,assignee,https://github.com/apache/arrow/issues/42455,I_kwDOAxgDSc6NJXdQ,PARQUET-582
xhochy,assignee,https://github.com/apache/arrow/issues/42456,I_kwDOAxgDSc6NJXdb,PARQUET-583
coughman,assignee,https://github.com/apache/parquet-java/issues/1963,I_kwDOATt8NM6NJZ8v,PARQUET-584
piyushnarang,assignee,https://github.com/apache/parquet-java/issues/1964,I_kwDOATt8NM6NJZ8z,PARQUET-585
xhochy,assignee,https://github.com/apache/arrow/issues/42269,I_kwDOAxgDSc6NJXLy,PARQUET-587
majetideepak,assignee,https://github.com/apache/arrow/issues/42457,I_kwDOAxgDSc6NJXdi,PARQUET-589
majetideepak,assignee,https://github.com/apache/arrow/issues/42458,I_kwDOAxgDSc6NJXdp,PARQUET-590
xhochy,assignee,https://github.com/apache/arrow/issues/42459,I_kwDOAxgDSc6NJXdx,PARQUET-591
lomereiter,assignee,https://github.com/apache/arrow/issues/42460,I_kwDOAxgDSc6NJXd1,PARQUET-592
lomereiter,assignee,https://github.com/apache/arrow/issues/42270,I_kwDOAxgDSc6NJXL5,PARQUET-593
wesm,assignee,https://github.com/apache/arrow/issues/42462,I_kwDOAxgDSc6NJXd_,PARQUET-595
xhochy,assignee,https://github.com/apache/arrow/issues/42463,I_kwDOAxgDSc6NJXeD,PARQUET-597
xhochy,assignee,https://github.com/apache/arrow/issues/42464,I_kwDOAxgDSc6NJXeK,PARQUET-598
xhochy,assignee,https://github.com/apache/arrow/issues/42465,I_kwDOAxgDSc6NJXeR,PARQUET-599
xhochy,assignee,https://github.com/apache/arrow/issues/42466,I_kwDOAxgDSc6NJXeV,PARQUET-600
piyushnarang,assignee,https://github.com/apache/parquet-java/issues/1966,I_kwDOATt8NM6NJZ86,PARQUET-601
majetideepak,assignee,https://github.com/apache/arrow/issues/42467,I_kwDOAxgDSc6NJXeh,PARQUET-603
xhochy,assignee,https://github.com/apache/arrow/issues/42468,I_kwDOAxgDSc6NJXel,PARQUET-604
xhochy,assignee,https://github.com/apache/arrow/issues/42469,I_kwDOAxgDSc6NJXep,PARQUET-605
wesm,assignee,https://github.com/apache/arrow/issues/42470,I_kwDOAxgDSc6NJXfA,PARQUET-606
xhochy,assignee,https://github.com/apache/arrow/issues/42272,I_kwDOAxgDSc6NJXMD,PARQUET-607
rdblue,assignee,https://github.com/apache/parquet-format/issues/310,I_kwDOATt8M86NJGQ6,PARQUET-608
rdblue,assignee,https://github.com/apache/parquet-format/issues/267,I_kwDOATt8M86NJGMx,PARQUET-609
majetideepak,assignee,https://github.com/apache/arrow/issues/42471,I_kwDOAxgDSc6NJXfD,PARQUET-610
rdblue,assignee,https://github.com/apache/parquet-java/issues/1967,I_kwDOATt8NM6NJZ9C,PARQUET-612
wesm,assignee,https://github.com/apache/arrow/issues/42473,I_kwDOAxgDSc6NJXfO,PARQUET-613
wesm,assignee,https://github.com/apache/arrow/issues/42474,I_kwDOAxgDSc6NJXfS,PARQUET-614
xhochy,assignee,https://github.com/apache/arrow/issues/42273,I_kwDOAxgDSc6NJXMM,PARQUET-615
wesm,assignee,https://github.com/apache/arrow/issues/42476,I_kwDOAxgDSc6NJXfb,PARQUET-617
wesm,assignee,https://github.com/apache/arrow/issues/42477,I_kwDOAxgDSc6NJXfh,PARQUET-618
xhochy,assignee,https://github.com/apache/arrow/issues/42478,I_kwDOAxgDSc6NJXfq,PARQUET-619
xhochy,assignee,https://github.com/apache/arrow/issues/42479,I_kwDOAxgDSc6NJXfu,PARQUET-620
xhochy,assignee,https://github.com/apache/arrow/issues/42480,I_kwDOAxgDSc6NJXfw,PARQUET-621
rdblue,assignee,https://github.com/apache/parquet-java/issues/1968,I_kwDOATt8NM6NJZ9H,PARQUET-623
piyushnarang,assignee,https://github.com/apache/parquet-java/issues/1969,I_kwDOATt8NM6NJZ9P,PARQUET-624
xhochy,assignee,https://github.com/apache/arrow/issues/42481,I_kwDOAxgDSc6NJXf0,PARQUET-625
wesm,assignee,https://github.com/apache/arrow/issues/42482,I_kwDOAxgDSc6NJXf7,PARQUET-626
xhochy,assignee,https://github.com/apache/arrow/issues/42483,I_kwDOAxgDSc6NJXgD,PARQUET-627
xhochy,assignee,https://github.com/apache/arrow/issues/42484,I_kwDOAxgDSc6NJXgJ,PARQUET-628
xhochy,assignee,https://github.com/apache/arrow/issues/42485,I_kwDOAxgDSc6NJXgR,PARQUET-629
xhochy,assignee,https://github.com/apache/arrow/issues/42486,I_kwDOAxgDSc6NJXgX,PARQUET-630
xhochy,assignee,https://github.com/apache/arrow/issues/42487,I_kwDOAxgDSc6NJXgd,PARQUET-633
xhochy,assignee,https://github.com/apache/arrow/issues/42488,I_kwDOAxgDSc6NJXgj,PARQUET-634
wesm,assignee,https://github.com/apache/arrow/issues/42489,I_kwDOAxgDSc6NJXgo,PARQUET-635
xhochy,assignee,https://github.com/apache/arrow/issues/42490,I_kwDOAxgDSc6NJXgs,PARQUET-636
xhochy,assignee,https://github.com/apache/arrow/issues/42491,I_kwDOAxgDSc6NJXgz,PARQUET-637
wesm,assignee,https://github.com/apache/parquet-java/issues/1972,I_kwDOATt8NM6NJZ9e,PARQUET-638
wesm,assignee,https://github.com/apache/arrow/issues/42492,I_kwDOAxgDSc6NJXg5,PARQUET-639
wesm,assignee,https://github.com/apache/arrow/issues/42493,I_kwDOAxgDSc6NJXhP,PARQUET-640
xhochy,assignee,https://github.com/apache/arrow/issues/42494,I_kwDOAxgDSc6NJXhi,PARQUET-641
piyushnarang,assignee,https://github.com/apache/parquet-java/issues/1973,I_kwDOATt8NM6NJZ9g,PARQUET-642
xhochy,assignee,https://github.com/apache/arrow/issues/42495,I_kwDOAxgDSc6NJXhx,PARQUET-643
rdblue,assignee,https://github.com/apache/parquet-java/issues/1974,I_kwDOATt8NM6NJZ9k,PARQUET-645
wesm,assignee,https://github.com/apache/arrow/issues/42277,I_kwDOAxgDSc6NJXMd,PARQUET-646
wesm,assignee,https://github.com/apache/arrow/issues/42497,I_kwDOAxgDSc6NJXiU,PARQUET-648
rdblue,assignee,https://github.com/apache/parquet-java/issues/1976,I_kwDOATt8NM6NJZ9x,PARQUET-651
wesm,assignee,https://github.com/apache/arrow/issues/42498,I_kwDOAxgDSc6NJXir,PARQUET-653
rdblue,assignee,https://github.com/apache/parquet-java/issues/1978,I_kwDOATt8NM6NJZ98,PARQUET-654
liancheng,assignee,https://github.com/apache/parquet-format/issues/312,I_kwDOATt8M86NJGRE,PARQUET-655
wesm,assignee,https://github.com/apache/arrow/issues/42499,I_kwDOAxgDSc6NJXi1,PARQUET-656
wesm,assignee,https://github.com/apache/arrow/issues/42500,I_kwDOAxgDSc6NJXi7,PARQUET-657
xhochy,assignee,https://github.com/apache/arrow/issues/42278,I_kwDOAxgDSc6NJXMh,PARQUET-658
wesm,assignee,https://github.com/apache/arrow/issues/42501,I_kwDOAxgDSc6NJXi_,PARQUET-659
jkukul,assignee,https://github.com/apache/parquet-java/issues/1979,I_kwDOATt8NM6NJZ-A,PARQUET-660
wesm,assignee,https://github.com/apache/arrow/issues/42502,I_kwDOAxgDSc6NJXjK,PARQUET-661
